,nct_id,canonical_aact_conditions,snomed_termid,aact_snomed_term_canonical_conditions,aact_cdist_conditions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
17,NCT00000177,alzheimer disease,26929004,Alzheimer's disease (disorder),0.005,[],[],Alzheimer's disease (disorder)
18,NCT00000178,alzheimer disease,26929004,Alzheimer's disease (disorder),0.005,[],[],Alzheimer's disease (disorder)
19,NCT00000179,alzheimer disease,26929004,Alzheimer's disease (disorder),0.005,[],[],Alzheimer's disease (disorder)
20,NCT00000180,memory disorders,192072002,Organic memory impairment (disorder),9.1492,[],[],Organic memory impairment (disorder)
21,NCT00000187,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
22,NCT00000188,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
23,NCT00000189,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
24,NCT00000190,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
25,NCT00000191,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
26,NCT00000197,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
27,NCT00000198,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
28,NCT00000199,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
29,NCT00000200,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
30,NCT00000201,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
31,NCT00000210,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
32,NCT00000211,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
33,NCT00000212,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
34,NCT00000213,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
35,NCT00000214,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
36,NCT00000215,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
37,NCT00000216,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
38,NCT00000216,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
39,NCT00000217,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
40,NCT00000217,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
41,NCT00000218,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
42,NCT00000218,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
43,NCT00000240,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
44,NCT00000241,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
45,NCT00000242,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
46,NCT00000242,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
47,NCT00000244,substance withdrawal syndrome,1254795002,Substance withdrawal syndrome (disorder),0.0,[],[],Substance withdrawal syndrome (disorder)
48,NCT00000245,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
49,NCT00000245,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
50,NCT00000246,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
51,NCT00000248,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
52,NCT00000249,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
53,NCT00000250,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
54,NCT00000251,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
55,NCT00000252,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
56,NCT00000253,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
57,NCT00000254,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
58,NCT00000255,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
59,NCT00000256,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
60,NCT00000257,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
61,NCT00000257,alcohol-related disorders,719848005,Disorder caused by alcohol (disorder),5.4388,[],[],Disorder caused by alcohol (disorder)
62,NCT00000259,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
63,NCT00000260,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
64,NCT00000261,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
65,NCT00000261,alcohol-related disorders,719848005,Disorder caused by alcohol (disorder),5.4388,[],[],Disorder caused by alcohol (disorder)
66,NCT00000262,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
67,NCT00000263,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
68,NCT00000264,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
69,NCT00000266,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
70,NCT00000267,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
71,NCT00000268,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
72,NCT00000269,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
73,NCT00000269,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
74,NCT00000270,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
75,NCT00000271,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
76,NCT00000271,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
77,NCT00000273,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
78,NCT00000274,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
79,NCT00000274,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
80,NCT00000275,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
81,NCT00000276,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
82,NCT00000277,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
83,NCT00000278,alcohol-related disorders,719848005,Disorder caused by alcohol (disorder),5.4388,[],[],Disorder caused by alcohol (disorder)
84,NCT00000278,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
85,NCT00000279,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
86,NCT00000280,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
87,NCT00000282,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
88,NCT00000284,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
89,NCT00000285,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
90,NCT00000286,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
91,NCT00000288,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
92,NCT00000289,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
93,NCT00000290,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
94,NCT00000291,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
95,NCT00000292,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
96,NCT00000292,substance withdrawal syndrome,1254795002,Substance withdrawal syndrome (disorder),0.0,[],[],Substance withdrawal syndrome (disorder)
97,NCT00000292,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
98,NCT00000293,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
99,NCT00000294,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
100,NCT00000295,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
101,NCT00000296,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
102,NCT00000297,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
103,NCT00000301,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
104,NCT00000303,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
105,NCT00000304,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
106,NCT00000304,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
107,NCT00000305,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
108,NCT00000306,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
109,NCT00000307,alcohol-related disorders,719848005,Disorder caused by alcohol (disorder),5.4388,[],[],Disorder caused by alcohol (disorder)
110,NCT00000307,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
111,NCT00000308,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
112,NCT00000309,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
113,NCT00000310,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
114,NCT00000311,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
115,NCT00000311,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
116,NCT00000312,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
117,NCT00000313,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
118,NCT00000314,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
119,NCT00000315,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
120,NCT00000316,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
121,NCT00000317,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
122,NCT00000317,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
123,NCT00000318,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
124,NCT00000319,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
125,NCT00000321,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
126,NCT00000322,amphetamine-related disorders,83367009,Organic mental disorder caused by amphetamine and/or amfetamine derivative (disorder),2.3229,[],[],Organic mental disorder caused by amphetamine and/or amfetamine derivative (disorder)
127,NCT00000324,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
128,NCT00000332,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
129,NCT00000333,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
130,NCT00000336,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
131,NCT00000337,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
132,NCT00000338,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
133,NCT00000339,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
134,NCT00000340,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
135,NCT00000342,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
136,NCT00000346,amphetamine-related disorders,83367009,Organic mental disorder caused by amphetamine and/or amfetamine derivative (disorder),2.3229,[],[],Organic mental disorder caused by amphetamine and/or amfetamine derivative (disorder)
137,NCT00000347,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
138,NCT00000348,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
139,NCT00000349,cocaine-related disorders,1187220002,Disorder caused by cocaine (disorder),6.3883,[],[],Disorder caused by cocaine (disorder)
140,NCT00000352,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
141,NCT00000353,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
142,NCT00000354,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
143,NCT00000355,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
144,NCT00000356,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
145,NCT00000357,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
146,NCT00000358,substance-related disorders,91388009,Substance-related disorders,10.9351,[],[],Substance-related disorders
147,NCT00000361,"hearing loss, sensorineural",60700002,Sensorineural hearing loss (disorder),2.7158,[128540005],['Hearing disorder (disorder)'],Hearing disorder (disorder)
148,NCT00000367,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
149,NCT00000368,panic disorder,371631005,Panic disorder (disorder),0.0,[197480006],['Anxiety disorder (disorder)'],Anxiety disorder (disorder)
150,NCT00000368,agoraphobia,70691001,Agoraphobia (disorder),0.0014,[197480006],['Anxiety disorder (disorder)'],Anxiety disorder (disorder)
151,NCT00000369,bipolar disorder,13746004,Bipolar disorder (disorder),0.0,[],[],Bipolar disorder (disorder)
152,NCT00000371,schizophrenia,58214004,Schizophrenia (disorder),0.0034,[],[],Schizophrenia (disorder)
153,NCT00000372,schizophrenia,58214004,Schizophrenia (disorder),0.0034,[],[],Schizophrenia (disorder)
154,NCT00000373,obsessive-compulsive disorder,191736004,Obsessive-compulsive disorder (disorder),0.0,[],[],Obsessive-compulsive disorder (disorder)
155,NCT00000374,schizophrenia,58214004,Schizophrenia (disorder),0.0034,[],[],Schizophrenia (disorder)
156,NCT00000376,personality disorders,33449004,Personality disorder (disorder),1.5082,[],[],Personality disorder (disorder)
157,NCT00000376,anxiety disorders,197480006,Anxiety disorder (disorder),1.5909,[],[],Anxiety disorder (disorder)
158,NCT00000376,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
159,NCT00000377,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
160,NCT00000378,depressive disorder,35489007,Depressive disorder (disorder),0.007,[],[],Depressive disorder (disorder)
161,NCT00000378,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
162,NCT00000379,"stress disorders, post-traumatic",47505003,Posttraumatic stress disorder (disorder),3.1838,[197480006],['Anxiety disorder (disorder)'],Anxiety disorder (disorder)
163,NCT00000380,sleep wake disorders,271794005,Disorder of sleep-wake cycle (disorder),6.8573,[44186003],['Dyssomnia (disorder)'],Dyssomnia (disorder)
164,NCT00000381,anxiety disorders,197480006,Anxiety disorder (disorder),1.5909,[],[],Anxiety disorder (disorder)
165,NCT00000384,obsessive-compulsive disorder,191736004,Obsessive-compulsive disorder (disorder),0.0,[],[],Obsessive-compulsive disorder (disorder)
166,NCT00000385,aggression,192082001,Aggressive unsocial conduct disorder (disorder),10.9203,[54319003],['Disruptive behavior disorder (disorder)'],Disruptive behavior disorder (disorder)
167,NCT00000388,antisocial personality disorder,26665006,Antisocial personality disorder (disorder),0.0,[33449004],['Personality disorder (disorder)'],Personality disorder (disorder)
168,NCT00000389,anxiety disorders,197480006,Anxiety disorder (disorder),1.5909,[],[],Anxiety disorder (disorder)
169,NCT00000389,obsessive-compulsive disorder,191736004,Obsessive-compulsive disorder (disorder),0.0,[],[],Obsessive-compulsive disorder (disorder)
170,NCT00000389,"anxiety, separation",126943008,Separation anxiety (disorder),3.6298,[197480006],['Anxiety disorder (disorder)'],Anxiety disorder (disorder)
171,NCT00000390,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
172,NCT00000392,cognition disorders,443265004,Cognitive disorder (disorder),3.5347,[],[],Cognitive disorder (disorder)
173,NCT00000393,cognition disorders,443265004,Cognitive disorder (disorder),3.5347,[],[],Cognitive disorder (disorder)
174,NCT00000428,fibromyalgia,203082005,Fibromyalgia (disorder),0.0,[],[],Fibromyalgia (disorder)
175,NCT00000439,bipolar disorder,13746004,Bipolar disorder (disorder),0.0,[],[],Bipolar disorder (disorder)
176,NCT00000446,"stress disorders, post-traumatic",47505003,Posttraumatic stress disorder (disorder),3.1838,[197480006],['Anxiety disorder (disorder)'],Anxiety disorder (disorder)
177,NCT00000448,feeding and eating disorders,72366004,Eating disorder (disorder),8.5313,[231520001],['Behavioral syndrome associated with physiological disturbance and physical factors (disorder)'],Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
178,NCT00000458,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
179,NCT00000469,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
180,NCT00000469,carotid stenosis,64586002,Carotid artery stenosis (disorder),3.1193,[371160000],['Disorder of carotid artery (disorder)'],Disorder of carotid artery (disorder)
181,NCT00000479,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
182,NCT00000514,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
183,NCT00000517,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
184,NCT00000517,stroke,230690007,Cerebrovascular accident (disorder),0.0,[],[],Cerebrovascular accident (disorder)
185,NCT00000527,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
186,NCT00000527,carotid stenosis,64586002,Carotid artery stenosis (disorder),3.1193,[371160000],['Disorder of carotid artery (disorder)'],Disorder of carotid artery (disorder)
187,NCT00000599,carotid artery diseases,371160000,Disorder of carotid artery (disorder),3.1457,[],[],Disorder of carotid artery (disorder)
188,NCT00000599,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
189,NCT00000600,carotid artery diseases,371160000,Disorder of carotid artery (disorder),3.1457,[],[],Disorder of carotid artery (disorder)
190,NCT00000600,cerebrovascular disorders,62914000,Cerebrovascular disease (disorder),3.4492,[],[],Cerebrovascular disease (disorder)
191,NCT00000600,intracranial arteriosclerosis,65312002,Cerebral arteriosclerosis (disorder),7.3617,[],[],Cerebral arteriosclerosis (disorder)
192,NCT00000613,depression,35489007,Depressive disorder (disorder),0.0044,[],[],Depressive disorder (disorder)
193,NCT00000639,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
194,NCT00000643,"toxoplasmosis, cerebral",192701001,Toxoplasma encephalitis (disorder),1.9927,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
195,NCT00000648,neurosyphilis,26039008,Neurosyphilis (disorder),0.0046,[128117002],['Infectious disease of central nervous system (disorder)'],Infectious disease of central nervous system (disorder)
196,NCT00000657,aids dementia complex,421529006,Dementia with acquired immunodeficiency syndrome (disorder),3.6464,[],[],Dementia with acquired immunodeficiency syndrome (disorder)
197,NCT00000666,"toxoplasmosis, cerebral",192701001,Toxoplasma encephalitis (disorder),1.9927,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
198,NCT00000674,"toxoplasmosis, cerebral",192701001,Toxoplasma encephalitis (disorder),1.9927,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
199,NCT00000677,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
200,NCT00000702,aids dementia complex,421529006,Dementia with acquired immunodeficiency syndrome (disorder),3.6464,[],[],Dementia with acquired immunodeficiency syndrome (disorder)
201,NCT00000708,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
202,NCT00000709,aids dementia complex,421529006,Dementia with acquired immunodeficiency syndrome (disorder),3.6464,[],[],Dementia with acquired immunodeficiency syndrome (disorder)
203,NCT00000738,aids dementia complex,421529006,Dementia with acquired immunodeficiency syndrome (disorder),3.6464,[],[],Dementia with acquired immunodeficiency syndrome (disorder)
204,NCT00000776,"meningitis, cryptococcal",14232007,Cryptococcal meningitis (disorder),2.0943,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
205,NCT00000793,peripheral nervous system diseases,42658009,Disorder of the peripheral nervous system (disorder),4.5906,[],[],Disorder of the peripheral nervous system (disorder)
206,NCT00000794,"toxoplasmosis, cerebral",192701001,Toxoplasma encephalitis (disorder),1.9927,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
207,NCT00000817,peripheral nervous system diseases,42658009,Disorder of the peripheral nervous system (disorder),4.5906,[],[],Disorder of the peripheral nervous system (disorder)
208,NCT00000842,peripheral nervous system diseases,42658009,Disorder of the peripheral nervous system (disorder),4.5906,[],[],Disorder of the peripheral nervous system (disorder)
209,NCT00000867,aids dementia complex,421529006,Dementia with acquired immunodeficiency syndrome (disorder),3.6464,[],[],Dementia with acquired immunodeficiency syndrome (disorder)
210,NCT00000945,"leukoencephalopathy, progressive multifocal",22255007,Progressive multifocal leukoencephalopathy (disorder),2.4779,[128117002],['Infectious disease of central nervous system (disorder)'],Infectious disease of central nervous system (disorder)
