,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
35,NCT00000241,desipramine|flupenthixol decanoate|flupentixol,flupentixol,Drug,methamphetamine|methamphetamine dependence|methamphetamine smoking,substance-related disorders,Diseases Category
36,NCT00000242,carbamazepine,carbamazepine,Drug,cocaine dependence|cocaine-dependence|cocaine-related disorders|mood disorders,substance-related disorders|cocaine-related disorders,Diseases Category
37,NCT00000244,dynorphin|dynorphin 1-13|iv dynorphin,dynorphin 1 - 13,Drug,acute heroin abstinence|acute opiate withdrawal|heroin addiction|opiate,substance withdrawal syndrome,Diseases Category
38,NCT00000245,desipramine,desipramine,Drug,cocaine-related disorders,substance-related disorders|cocaine-related disorders,Diseases Category
39,NCT00000246,benzodiazepine antagonist|flumazenil,flumazenil,Drug,acute benzodiazepine withdrawal|rapid benzodiazepine detoxification,substance-related disorders,Diseases Category
40,NCT00000248,pergolide,pergolide,Drug,cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
41,NCT00000249,nitrous oxide,40% n2o|30% n2o|20% n2o,Drug,cold-pressor pain,substance-related disorders,Diseases Category
42,NCT00000250,nitrous oxide,40% n2o|0% n2o,Drug,,substance-related disorders,Diseases Category
43,NCT00000251,isoflurane|nitrous oxide,0.4% isoflurane|30% n2o|0.2% isoflurane,Other|Drug,,substance-related disorders,Diseases Category
44,NCT00000252,nitrous oxide,40% n2o|30% n2o|10% n2o|0% n2o|20% n2o,Drug,,substance-related disorders,Diseases Category
45,NCT00000253,nitrous oxide,40% n2o|30% n2o|10% n2o|20% n2o,Drug,,substance-related disorders,Diseases Category
46,NCT00000254,isoflurane|nitrous oxide,40% nitrous oxide|0.6% isoflurane|0.2% isoflurane|0.4% isoflurane,Other|Drug,cold-water immersion pain,substance-related disorders,Diseases Category
47,NCT00000255,nitrous oxide,nitrous oxide,Drug,,substance-related disorders,Diseases Category
48,NCT00000256,nitrous oxide|opiate,40% n2o|80% n2o|20% n2o|60% n2o,Drug,,substance-related disorders,Diseases Category
49,NCT00000257,nitrous oxide|opiate,0% n2o and 30% n2o|0% n2o and 40% n2o|0% n2o and 20% n2o|0% n2o and 10% n2o,Drug,alcohol,substance-related disorders|alcohol-related disorders,Diseases Category
50,NCT00000259,isoflurane|nitrous oxide|sevoflurane,30% nitrous oxide|0.3 % sevoflurane|15 % nitrous oxide|0.6% sevoflurane,Other|Drug,pain,substance-related disorders,Diseases Category
51,NCT00000260,nitrous oxide|opiate,nitrous oxide,Drug,,substance-related disorders,Diseases Category
52,NCT00000261,nitrous oxide|sevoflurane,0.4% sevoflurane|30% nitrous oxide|0.2% sevoflurane|0.6% sevoflurane,Other|Drug,alcohol,substance-related disorders|alcohol-related disorders,Diseases Category
53,NCT00000262,nitrous oxide|sevoflurane,0.4% sevoflurane||30% nitrous oxide|0.2% sevoflurane,Other|Drug,pain,substance-related disorders,Diseases Category
54,NCT00000263,ethanol|nitrous oxide,30% nitrous oxide,Other|Drug,pain,substance-related disorders,Diseases Category
55,NCT00000264,ethanol|nitrous oxide,30% nitrous oxide,Other|Drug,,substance-related disorders,Diseases Category
56,NCT00000266,flupentixol,flupentixol,Drug,cocaine dependence|cocaine-related disorders|schizoaffective illness|schizophrenia|schizophrenic cocaine abusers,cocaine-related disorders,Diseases Category
57,NCT00000267,risperidone,risperidone,Drug,cocaine dependence|cocaine-related disorders|schizoaffective illness|schizophrenia,cocaine-related disorders,Diseases Category
58,NCT00000268,,bupropion,Drug,attention deficit disorder|cocaine-related disorders,cocaine-related disorders,Diseases Category
59,NCT00000269,pergolide,pergolide,Drug,cocaine dependence|cocaine-related disorders|substance abusers,substance-related disorders|cocaine-related disorders,Diseases Category
60,NCT00000270,,cocaine,Drug,cocaine,cocaine-related disorders,Diseases Category
61,NCT00000271,desipramine,desipramine,Drug,cocaine|dysthymia|major depression,substance-related disorders|cocaine-related disorders,Diseases Category
62,NCT00000273,buprenorphine|levacetylmethadol|methadone|methoclocinnamox|naltrexone,opiates,Drug,heroin abuse|smoked heroin,substance-related disorders,Diseases Category
63,NCT00000274,flupentixol|haloperidol,flupentixol,Drug,cocaine dependence|cocaine-related disorders|schizoaffective illness|schizophrenia|schizophrenic,substance-related disorders|cocaine-related disorders,Diseases Category
64,NCT00000275,buproprion,flupentixol,Drug,attention-deficit hyperactivity disorder|cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
65,NCT00000276,dopamine,bupropion,Drug,cocaine-related disorders,cocaine-related disorders,Diseases Category
66,NCT00000277,mazindol,mazindol,Drug,cocaine-related disorders,cocaine-related disorders,Diseases Category
67,NCT00000278,disulfiram,disulfiram,Drug,cocaine-alcohol abuse,cocaine-related disorders|alcohol-related disorders,Diseases Category
68,NCT00000279,,clonidine,Drug,opiate detoxification,substance-related disorders,Diseases Category
69,NCT00000280,,nimodipine,Drug,cocaine-related disorders,cocaine-related disorders,Diseases Category
70,NCT00000282,pemoline,pemoline,Drug,cocaine-related disorders,cocaine-related disorders,Diseases Category
71,NCT00000284,cotinine|nicotine,cotinine fumarate,Drug,nicotine dependence|tobacco use disorder|tobacco withdrawal,tobacco use disorder,Diseases Category
72,NCT00000285,cocaine|phenytoin,phenytoin,Drug,cocaine,cocaine-related disorders,Diseases Category
73,NCT00000286,cocaine|nefazedone|nefazodone,nefazodone,Drug,cocaine abusers|cocaine users|depressed and non-depressed,cocaine-related disorders,Diseases Category
74,NCT00000288,cotinine,cotinine fumarate,Drug,nicotine dependence|tobacco use disorder,tobacco use disorder,Diseases Category
75,NCT00000289,nicotine|ondansetron,ondansetron,Drug,nicotine dependence|tobacco use disorder|tobacco withdrawal,tobacco use disorder,Diseases Category
76,NCT00000290,cocaine,cocaine,Drug,cocaine use,cocaine-related disorders,Diseases Category
77,NCT00000291,labetalol,labetalol,Drug,cocaine|cocaine use,cocaine-related disorders,Diseases Category
78,NCT00000293,nefazodone,nefazodone,Drug,cocaine use|cocaine-related disorders|dependence|depressed|non-depressed|relapse,cocaine-related disorders,Diseases Category
79,NCT00000294,carvedilol|cocaine,carvedilol,Drug,cocaine,cocaine-related disorders,Diseases Category
80,NCT00000295,progesterone,micronized progesterone,Drug,smokers,tobacco use disorder,Diseases Category
81,NCT00000296,cotinine|nicotine,cotinine fumarate,Drug,nicotine dependence|tobacco use disorder|tobacco withdrawal,tobacco use disorder,Diseases Category
82,NCT00000297,labetalol|nicotine,labetalol,Drug,,tobacco use disorder,Diseases Category
83,NCT00000301,amantadine,amantadine,Drug,cocaine|cocaine-related disorders|dependence,cocaine-related disorders,Diseases Category
84,NCT00000303,baclofen,baclofen,Drug,cocaine|cocaine-related disorders|dependence,cocaine-related disorders,Diseases Category
85,NCT00000304,dextroamphetamine|dextroamphetamine sulfate,dextroamphetamine,Drug,cocaine,substance-related disorders|cocaine-related disorders,Diseases Category
86,NCT00000305,amphetamine cocaine|cocaine|dextroamphetamine,dextroamphetamine,Drug,,cocaine-related disorders,Diseases Category
87,NCT00000306,dextroamphetamine|dextroamphetamine sulfate,dextroamphetamine,Drug,cocaine|opiate dependent,cocaine-related disorders,Diseases Category
88,NCT00000307,naltrexone,naltrexone,Drug,alcoholic cocaine dependent,cocaine-related disorders|alcohol-related disorders,Diseases Category
89,NCT00000308,,dextroamphetamine,Drug,cocaine dependent,cocaine-related disorders,Diseases Category
90,NCT00000309,cocaine|risperidone,risperidone,Drug,cocaine,cocaine-related disorders,Diseases Category
91,NCT00000310,cocaine|risperidone,risperidone,Drug,cocaine,cocaine-related disorders,Diseases Category
92,NCT00000311,buprenorphine|methadone,methadone|buprenorphine,Drug,agonist maintenance treatment|cocaine use|opioid and,substance-related disorders|cocaine-related disorders,Diseases Category
93,NCT00000312,,m-chlorophenylpiperazine,Drug,cocaine|cocaine addicts,cocaine-related disorders,Diseases Category
94,NCT00000313,,fenfluramine,Drug,,cocaine-related disorders,Diseases Category
95,NCT00000314,fenfluramine|m-chlorophenylpiperazine,m-chlorophenylpiperazine,Drug,cocaine addicts,cocaine-related disorders,Diseases Category
96,NCT00000315,,cocaine,Drug,cocaine-related disorders|withdrawal|withdrawal from cocaine use,cocaine-related disorders,Diseases Category
97,NCT00000316,,cocaine,Drug,cocaine-related disorders|withdrawal|withdrawal from cocaine use,cocaine-related disorders,Diseases Category
98,NCT00000317,amoxapine|risperidone,risperidone,Behavioral|Drug,cocaine|cocaine dependence|cocaine-related disorders|methadone maintenance|opiate-dependent,substance-related disorders|cocaine-related disorders,Diseases Category
99,NCT00000318,buprenorphine,buprenorphine,Drug,,substance-related disorders,Diseases Category
100,NCT00000319,buprenorphine,buprenorphine,Drug,opioid-dependent,substance-related disorders,Diseases Category
101,NCT00000321,desipramine|sertraline,desipramine,Drug,aids|methamphetamine|methamphetamine dependent,substance-related disorders,Diseases Category
102,NCT00000322,tyrosine,,Behavioral,methamphetamine dependence,amphetamine-related disorders,Diseases Category
103,NCT00000324,tryptophan,tryptophan,Drug,cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
104,NCT00000325,cocaine,,Behavioral,psychostimulant abuse,cocaine-related disorders,Diseases Category
105,NCT00000332,nimodipine,nimodipine,Drug,cocaine|cocaine dependent,cocaine-related disorders,Diseases Category
106,NCT00000333,atropine|benzatropine|benztropine|da reuptake inhibitor,benztropine|benzatropine,Drug,cocaine,cocaine-related disorders,Diseases Category
107,NCT00000336,selegiline,selegiline,Drug,cocaine|cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
108,NCT00000337,cocaine|selegeline|selegiline,selegiline,Drug,chronic crack abusers|chronic crack dependent,cocaine-related disorders,Diseases Category
109,NCT00000338,cocaine|lisuride,lisuride,Drug,"chronic, crack dependent",cocaine-related disorders,Diseases Category
110,NCT00000339,cocaine|risperidone,risperidone,Drug,,cocaine-related disorders,Diseases Category
111,NCT00000340,pemoline,pemoline,Drug,attention deficit hyperactivity disorder|cocaine and|methamphetamine dependent|stimulant dependence,cocaine-related disorders,Diseases Category
112,NCT00000342,risperidone,risperidone,Drug,cocaine|cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
113,NCT00000347,risperidone,risperidone,Drug,amphetamine-related disorders|cocaine|cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
114,NCT00000348,cocaine|dihydrexidine,dihydrexidine,Drug,,cocaine-related disorders,Diseases Category
115,NCT00000349,cocaine|flupentixol,flupentixol,Drug,,cocaine-related disorders,Diseases Category
116,NCT00000352,dextromethorphan|methadone,dextromethorphan,Drug,methadone|opioid dependent|opioid tolerance,substance-related disorders,Diseases Category
117,NCT00000353,buprenorphine|buprenorphine/nx|naloxone,buprenorphine/naloxone,Drug,opiate dependence,substance-related disorders,Diseases Category
118,NCT00000354,lofexidine,lofexidine,Drug,opiate withdrawal|opioid withdrawal,substance-related disorders,Diseases Category
119,NCT00000355,buprenorphine|naloxone,buprenorphine,Drug,opiate addicts,substance-related disorders,Diseases Category
120,NCT00000356,l-alpha-acetylmethadol,levacetylmethadol,Drug,methadone|methadone maintenance treatment|opiate dependence,substance-related disorders,Diseases Category
121,NCT00000357,buprenorphine,buprenorphine,Drug,opiate dependence,substance-related disorders,Diseases Category
122,NCT00000358,lofexidine,lofexidine,Drug,opiate withdrawal|opioid withdrawal,substance-related disorders,Diseases Category
123,NCT00000361,cyclophosphamide|methotrexate|prednisone,methotrexate|corticosteroids,Drug,autoimmune inner ear disease|hearing loss|rapidly progressive sensorineural hearing loss,"hearing loss, sensorineural",Neurologic Manifestations
124,NCT00000367,,treatment of depression|suicide prevention treatment,Drug,depression|suicidal|suicide,depression,Psychiatry and Psychology Category
125,NCT00000368,paroxetine,paroxetine or other medication - algorithm used,Behavioral|Drug,agoraphobia|panic disorder|pd,agoraphobia|panic disorder,Diseases of the nervous system|Psychiatry and Psychology Category
126,NCT00000369,,lithium carbonate,Drug,bipolar i|bipolar i disorder|lithium|manic or depressed episode|manic/depressive,bipolar disorder,Psychiatry and Psychology Category
127,NCT00000371,antipsychotic|antipsychotics|conventional|cycloserine,cycloserine,Drug,negative symptoms|schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
128,NCT00000372,clozapine|cycloserine|glycine,clozapine|glycine|cycloserine,Drug,schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
129,NCT00000373,fluvoxamine|haloperidol,olanzapine + fluoxetine,Drug,obsessive-compulsive disorder|tourette syndrome,obsessive-compulsive disorder,Psychiatry and Psychology Category
130,NCT00000374,antipsychotic|olanzapine|risperidone,risperidone|olanzapine,Drug,first-episode schizophrenia,schizophrenia,Diseases of the nervous system
131,NCT00000376,antidepressant|desipramine,desipramine,Behavioral|Drug,anxiety disorders|depression|drug-resistant depression|personality disorders|refractory to medication,anxiety disorders|depression|personality disorders,Psychiatry and Psychology Category
132,NCT00000377,nortriptyline,nortriptyline,Drug,depression|late-life depression|major depression,depression,Psychiatry and Psychology Category
133,NCT00000378,antidepressant|antidepressants|nortriptyline|serotonin re-uptake inhibitor|sertraline|ssri|ssris|tca|tcas|tricyclic antidepressant,nortriptyline|sertraline,Drug,depressive disorder|late-life|major depression|unipolar major depression,depression|depressive disorder,Psychiatry and Psychology Category
134,NCT00000379,fluoxetine,fluoxetine|,Behavioral|Drug,"stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
135,NCT00000380,growth hormone releasing hormone,somatorelin,Drug,estrogen replacement therapy|sleep disturbances|sleep impairment|sleep wake disorders,sleep wake disorders,Diseases Category
136,NCT00000381,fluoxetine,fluoxetine,Drug,anxiety|anxiety disorders|generalized anxiety disorder|major depression|obsessive-compulsive disorder|panic disorder,anxiety disorders,Psychiatry and Psychology Category
137,NCT00000384,cbt|es|serine|sertraline,sertraline,Behavioral|Drug,obsessive-compulsive disorder,obsessive-compulsive disorder,Psychiatry and Psychology Category
138,NCT00000385,lithium,lithium,Drug,aggressive conduct disorder|severe aggression,aggression,Psychiatry and Psychology Category
139,NCT00000388,,anti-adhd medication,Drug,attention deficit hyperactivity disorder,antisocial personality disorder,Psychiatry and Psychology Category
140,NCT00000389,fluvoxamine,fluvoxamine,Drug,"anxiety disorders|anxiety, separation|generalized anxiety disorder|obsessive-compulsive disorder|social phobia","anxiety, separation|obsessive-compulsive disorder|anxiety disorders",Psychiatry and Psychology Category
141,NCT00000390,imipramine hydrochloride,imipramine hydrochloride,Drug,aids related depression|depression|hiv infection,depression,Psychiatry and Psychology Category
142,NCT00000392,peptide t,peptide t,Drug,cognitive impairment|hiv|hiv-infected|hiv-positive,cognition disorders,Psychiatry and Psychology Category
143,NCT00000393,d-ala-1-peptide-t-amide|peptide t,peptide t,Drug,aids|cognitive dysfunction|hiv|impairment,cognition disorders,Psychiatry and Psychology Category
144,NCT00000428,amitriptyline|fl|fluoxetine,amitriptyline plus fluoxitine|amitriptyline,Drug,fibromyalgia,fibromyalgia,Neuromuscular Diseases
145,NCT00000439,depacon|sodium valproate|valproate|valproic acid,sodium valproate,Drug,alcohol dependence|bipolar alcoholics|bipolar disorder|comorbid,bipolar disorder,Psychiatry and Psychology Category
146,NCT00000446,sertraline,sertraline (zoloft),Drug,"alcohol|alcoholism|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
147,NCT00000448,naltrexone,naltrexone,Drug,alcoholic|alcoholism|depression|feeding and eating disorders,feeding and eating disorders,Psychiatry and Psychology Category
148,NCT00000458,sertraline,sertraline (zoloft),Behavioral|Drug,depressed alcoholics|depression,depression,Psychiatry and Psychology Category
149,NCT00000469,lovastatin|warfarin,lovastatin|aspirin|acetylsalicylic acid,Drug,asymptomatic carotid stenosis|atherosclerotic plaques,cerebrovascular disorders|carotid stenosis,Central Nervous System Diseases
150,NCT00000479,acetylsalicylic acid|aspirin|vitamin e,vitamin e|aspirin|acetylsalicylic acid,Behavioral|Drug,cancer|cardiovascular disease,cerebrovascular disorders,Central Nervous System Diseases
151,NCT00000514,,atenolol|chlorthalidone|reserpine,Drug,isolated systolic hypertension|stroke,cerebrovascular disorders,Central Nervous System Diseases
152,NCT00000517,oral anticoagulant,warfarin,Drug,atrial fibrillation|embolic stroke|rheumatic heart disease|systemic emboli,cerebrovascular disorders|stroke,Central Nervous System Diseases
153,NCT00000527,platelet-inhibiting drugs,dipyridamole|aspirin|acetylsalicylic acid,Drug,carotid endarterectomy|recurrent stenosis,cerebrovascular disorders|carotid stenosis,Central Nervous System Diseases
154,NCT00000599,colestipol hydrochloride|lipid lowering|niacin,colestipol|niacin,Behavioral|Drug,"atherosclerosis|coronary bypass graft lesions|coronary, carotid, and femoral artery atherosclerosis",cerebrovascular disorders|carotid artery diseases,Central Nervous System Diseases
155,NCT00000600,antioxidants|vitamin e,vitamin c|ascorbic acid|vitamin e,Drug,common carotid artery intima-media thickening|early atherosclerosis,cerebrovascular disorders|carotid artery diseases|intracranial arteriosclerosis,Central Nervous System Diseases
156,NCT00000613,genistein|phytoestrogen,genistein,Behavioral|Drug,heart disease|postmenopausal,depression,Psychiatry and Psychology Category
157,NCT00000639,amphotericin b|fluconazole|flucytosine|itraconazole,amphotericin b|flucytosine|fluconazole|itraconazole,Drug,acute cryptococcal meningitis|aids|cryptococcus neoformans|hiv infection|meningitis,"meningitis, cryptococcal",Central Nervous System Diseases
158,NCT00000643,leucovorin calcium|pyrimethamine,pyrimethamine|leucovorin calcium,Drug,"aids|hiv-infected|toxoplasmosis, cerebral","toxoplasmosis, cerebral",Central Nervous System Diseases
159,NCT00000648,benzylpenicillin|ceftriaxone,ceftriaxone sodium|penicillin g potassium,Drug,hiv|hiv seropositive|neurosyphilis|syphilis,neurosyphilis,Central Nervous System Diseases
160,NCT00000657,"2 ', 3'- dideoxyinosine|didanosine|zidovudine",didanosine|zidovudine,Drug,aids|aids dementia complex|hiv|progression of the aids dementia complex,aids dementia complex,Central Nervous System Diseases
161,NCT00000666,clindamycin|pyrimethamine|sulfadiazine,pyrimethamine,Drug,aids|hiv|infected|latent toxoplasma gondii|latent toxoplasma gondii infection|toxoplasmic encephalitis,"toxoplasmosis, cerebral",Central Nervous System Diseases
162,NCT00000674,clindamycin|leucovorin calcium|pyrimethamine|sulfadiazine|sulfonamide,pyrimethamine|leucovorin calcium|clindamycin,Drug,acute phase of toxoplasmic encephalitis|acute toxoplasmic encephalitis|aids|encephalitis|marrow toxicity|toxoplasma|toxoplasmic encephalitis,"toxoplasmosis, cerebral",Central Nervous System Diseases
163,NCT00000677,amphotericin b|sch 39304,sch 39304,Drug,"acute cryptococcal meningitis|hiv|hiv-infected|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
164,NCT00000702,zidovudine,zidovudine,Drug,aids dementia complex|central nervous system (cns) human immunodeficiency virus (|hiv infection|hiv) infection|human immunodeficiency virus,aids dementia complex,Central Nervous System Diseases
165,NCT00000708,"amphotericin b|fluconazole|flucytosine|uk-49, 858",amphotericin b|flucytosine|fluconazole,Drug,"acute cryptococcal meningitis|aids|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
166,NCT00000709,zidovudine,zidovudine,Drug,aids|aids dementia complex|dementia|hiv|low cd4 + lymphocyte counts,aids dementia complex,Central Nervous System Diseases
167,NCT00000738,nimodipine,nimodipine|zidovudine,Drug,aids dementia complex|hiv|hiv-1|hiv-associated motor/cognitive complex|hiv-infected,aids dementia complex,Central Nervous System Diseases
168,NCT00000776,corticosteroids|dexamethasone,amphotericin b|flucytosine|dexamethasone|fluconazole,Drug,"aids|intracranial hypertension|meningitis|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
169,NCT00000793,amitriptyline|amitriptyline hydrochloride|benztropine mesylate|mexiletine|mexiletine hydrochloride,benztropine mesylate|mexiletine hydrochloride|amitriptyline hydrochloride,Drug,hiv infection|hiv-related|pain|painful hiv-related neuropathy|painful neuropathies|painful neuropathy|painful peripheral neuropathy,peripheral nervous system diseases,Neuromuscular Diseases
170,NCT00000794,atovaquone|pyrimethamine|sulfadiazine,pyrimethamine|sulfadiazine|atovaquone|clarithromycin|leucovorin calcium,Drug,acute toxoplasmic encephalitis|aids|toxoplasmic encephalitis|toxoplasmosis,"toxoplasmosis, cerebral",Central Nervous System Diseases
171,NCT00000817,amitriptyline,amitriptyline hydrochloride,Procedure|Drug,hiv infection|hiv-infected|pain|peripheral nervous system diseases,peripheral nervous system diseases,Neuromuscular Diseases
172,NCT00000842,cenegermin|nerve growth factor|recombinant human nerve growth factor,"nerve growth factor, recombinant human",Drug,hiv-associated painful sensory neuropathy|hiv-associated sensory neuropathy,peripheral nervous system diseases,Neuromuscular Diseases
173,NCT00000867,antiretroviral|antiretroviral therapy|memantine|zidovudine,memantine,Drug,aids dementia complex,aids dementia complex,Central Nervous System Diseases
174,NCT00000945,cidofovir|cidovir,cidofovir|probenecid,Drug,"acquired immunodeficiency syndrome|cytomegalovirus|hiv|leukoencephalopathy, progressive multifocal|progressive multifocal leukoencephalopathy","leukoencephalopathy, progressive multifocal",Central Nervous System Diseases
175,NCT00000966,azithromycin|pyrimethamine,pyrimethamine|leucovorin calcium|azithromycin,Drug,aids|encephalitis|toxoplasma gondii|toxoplasmic encephalitis,"toxoplasmosis, cerebral",Central Nervous System Diseases
176,NCT00000973,pyrimethamine|sulfadiazine|zidovudine,pyrimethamine|zidovudine|leucovorin calcium,Drug,aids|encephalitis|hiv positive|toxoplasma gondii|toxoplasmic encephalitis|toxoplasmosis,"toxoplasmosis, cerebral",Central Nervous System Diseases
177,NCT00001017,"amphotericin b|fluconazole|uk-49, 858",amphotericin b|fluconazole,Drug,"acquired immunodeficiency syndrome|acute cm|aids|cryptococcal|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
178,NCT00001048,antiretroviral|ara-c|cytarabine|didanosine|zalcitabine|zidovudine,cytarabine|zalcitabine|filgrastim|didanosine|zidovudine,Drug,"human immunodeficiency virus|jc virus|leukoencephalopathy, progressive multifocal|papovavirus|progressive multifocal leukoencephalopathy","leukoencephalopathy, progressive multifocal",Central Nervous System Diseases
179,NCT00001146,omega-3 fatty acid|omega-3 fatty acids,ethyl eicosapentaenoic acid|omegabrite,Drug,bipolar disorder|bipolar illness|depression|major depression|mood disorders,mood disorders|bipolar disorder,Psychiatry and Psychology Category
180,NCT00001234,glucocerebrosidase and ceramidtrihexosidase (a-galactosidase a,,Genetic,2 gaucher's disease|fabry disease|gaucher disease|gaucher's or,gaucher disease,Central Nervous System Diseases
181,NCT00001251,cyclophosphamide|mafosfamide|preactivated derivative of,mafosfamide,Drug,chemotherapy|leukemias|lymphomas|malignancies refractory to conventional therapy|meningeal malignancies refractory to conventional therapy|radiation therapy,meningeal neoplasms,Nervous System Neoplasms
